"age","id","Language","vowel","step","accuracy","RT","target","response"
25,"27Mandarin","Mandarin","[i]",0,1,395,"same","same"
25,"27Mandarin","Mandarin","[ʉ]",2,1,641,"different","different"
25,"27Mandarin","Mandarin","[ʉ]",1,0,477,"different","same"
25,"27Mandarin","Mandarin","[y]",6,1,685,"different","different"
25,"27Mandarin","Mandarin","[i]",8,1,547,"different","different"
25,"27Mandarin","Mandarin","[i]",1,0,275,"different","same"
25,"27Mandarin","Mandarin","[ʉ]",3,1,554,"different","different"
25,"27Mandarin","Mandarin","[i]",4,1,457,"different","different"
25,"27Mandarin","Mandarin","[ʉ]",0,1,203,"same","same"
25,"27Mandarin","Mandarin","[ʉ]",4,1,574,"different","different"
25,"27Mandarin","Mandarin","[ʉ]",8,1,672,"different","different"
25,"27Mandarin","Mandarin","[y]",5,1,520,"different","different"
25,"27Mandarin","Mandarin","[i]",3,1,509,"different","different"
25,"27Mandarin","Mandarin","[y]",2,0,401,"different","same"
25,"27Mandarin","Mandarin","[ʉ]",6,1,1177,"different","different"
25,"27Mandarin","Mandarin","[i]",7,1,221,"different","different"
25,"27Mandarin","Mandarin","[i]",0,1,426,"same","same"
25,"27Mandarin","Mandarin","[i]",6,1,708,"different","different"
25,"27Mandarin","Mandarin","[u]",0,1,487,"same","same"
25,"27Mandarin","Mandarin","[u]",0,1,497,"same","same"
25,"27Mandarin","Mandarin","[i]",2,0,541,"different","same"
25,"27Mandarin","Mandarin","[ʉ]",0,1,754,"same","same"
25,"27Mandarin","Mandarin","[y]",0,1,805,"same","same"
25,"17Mandarin","Mandarin","[i]",3,1,396,"different","different"
25,"17Mandarin","Mandarin","[ʉ]",2,1,415.7,"different","different"
25,"17Mandarin","Mandarin","[ʉ]",0,1,352.2,"same","same"
25,"17Mandarin","Mandarin","[y]",2,1,454.2,"different","different"
25,"17Mandarin","Mandarin","[ʉ]",0,1,506.4,"same","same"
25,"17Mandarin","Mandarin","[i]",5,1,965.9,"different","different"
25,"17Mandarin","Mandarin","[i]",7,1,401.2,"different","different"
25,"17Mandarin","Mandarin","[y]",6,1,472.6,"different","different"
25,"17Mandarin","Mandarin","[u]",0,1,335,"same","same"
25,"17Mandarin","Mandarin","[y]",5,1,440,"different","different"
25,"17Mandarin","Mandarin","[i]",8,1,441.2,"different","different"
25,"17Mandarin","Mandarin","[y]",3,1,421.6,"different","different"
25,"17Mandarin","Mandarin","[ʉ]",4,1,764.8,"different","different"
25,"17Mandarin","Mandarin","[i]",0,1,344.2,"same","same"
25,"17Mandarin","Mandarin","[ʉ]",6,1,740.8,"different","different"
25,"17Mandarin","Mandarin","[y]",4,1,432.9,"different","different"
25,"17Mandarin","Mandarin","[i]",1,0,425.7,"different","same"
25,"17Mandarin","Mandarin","[i]",0,1,372.7,"same","same"
25,"17Mandarin","Mandarin","[y]",0,1,382.8,"same","same"
25,"17Mandarin","Mandarin","[ʉ]",7,1,302.8,"different","different"
25,"17Mandarin","Mandarin","[ʉ]",5,1,493.8,"different","different"
25,"17Mandarin","Mandarin","[y]",0,1,191.1,"same","same"
25,"17Mandarin","Mandarin","[ʉ]",1,0,459.1,"different","same"
25,"17Mandarin","Mandarin","[i]",2,0,593.4,"different","same"
25,"17Mandarin","Mandarin","[ʉ]",3,1,460.4,"different","different"
25,"17Mandarin","Mandarin","[i]",4,1,526.5,"different","different"
25,"17Mandarin","Mandarin","[y]",1,0,428.2,"different","same"
25,"17Mandarin","Mandarin","[i]",6,1,501.4,"different","different"
25,"17Mandarin","Mandarin","[u]",0,1,461,"same","same"
25,"17Mandarin","Mandarin","[ʉ]",8,1,585.1,"different","different"
19,"15Mandarin","Mandarin","[i]",8,1,687.49,"different","different"
19,"15Mandarin","Mandarin","[i]",0,1,611.45,"same","same"
19,"15Mandarin","Mandarin","[i]",4,1,625.74,"different","different"
19,"15Mandarin","Mandarin","[i]",3,0,611.73,"different","same"
19,"15Mandarin","Mandarin","[y]",3,1,477.54,"different","different"
19,"15Mandarin","Mandarin","[ʉ]",3,1,506.86,"different","different"
19,"15Mandarin","Mandarin","[i]",2,0,1056.03,"different","same"
19,"15Mandarin","Mandarin","[ʉ]",8,1,715.57,"different","different"
19,"15Mandarin","Mandarin","[i]",0,1,405.99,"same","same"
19,"15Mandarin","Mandarin","[i]",7,1,625.43,"different","different"
19,"15Mandarin","Mandarin","[u]",0,1,303.86,"same","same"
19,"15Mandarin","Mandarin","[ʉ]",5,1,301.14,"different","different"
19,"15Mandarin","Mandarin","[y]",4,1,181.13,"different","different"
19,"15Mandarin","Mandarin","[y]",2,0,715.56,"different","same"
19,"15Mandarin","Mandarin","[y]",1,0,375.5,"different","same"
19,"15Mandarin","Mandarin","[i]",6,1,253.26,"different","different"
19,"15Mandarin","Mandarin","[i]",5,1,411.16,"different","different"
19,"15Mandarin","Mandarin","[i]",1,0,349.17,"different","same"
19,"15Mandarin","Mandarin","[u]",0,1,413.85,"same","same"
19,"15Mandarin","Mandarin","[y]",0,1,522.93,"same","same"
19,"15Mandarin","Mandarin","[y]",6,1,294.88,"different","different"
19,"15Mandarin","Mandarin","[ʉ]",0,1,800.54,"same","same"
19,"15Mandarin","Mandarin","[ʉ]",4,1,680.46,"different","different"
19,"15Mandarin","Mandarin","[y]",5,1,837.88,"different","different"
19,"15Mandarin","Mandarin","[y]",0,1,380.79,"same","same"
19,"15Mandarin","Mandarin","[ʉ]",2,1,529.61,"different","different"
19,"15Mandarin","Mandarin","[ʉ]",7,1,314.17,"different","different"
19,"15Mandarin","Mandarin","[ʉ]",1,0,494.81,"different","same"
19,"15Mandarin","Mandarin","[ʉ]",6,1,306.81,"different","different"
19,"15Mandarin","Mandarin","[ʉ]",0,1,274.01,"same","same"
22,"14Mandarin","Mandarin","[ʉ]",5,1,561.1,"different","different"
22,"14Mandarin","Mandarin","[i]",7,1,486.4,"different","different"
22,"14Mandarin","Mandarin","[i]",1,0,524.5,"different","same"
22,"14Mandarin","Mandarin","[ʉ]",2,1,407,"different","different"
22,"14Mandarin","Mandarin","[i]",0,1,545.7,"same","same"
22,"14Mandarin","Mandarin","[y]",2,0,759.4,"different","same"
22,"14Mandarin","Mandarin","[i]",0,1,887.7,"same","same"
22,"14Mandarin","Mandarin","[ʉ]",4,1,532.8,"different","different"
22,"14Mandarin","Mandarin","[y]",4,1,596.7,"different","different"
22,"14Mandarin","Mandarin","[u]",0,1,524.5,"same","same"
22,"14Mandarin","Mandarin","[y]",5,1,511.7,"different","different"
22,"14Mandarin","Mandarin","[u]",0,1,879.5,"same","same"
22,"14Mandarin","Mandarin","[i]",5,0,797.7,"different","same"
22,"14Mandarin","Mandarin","[y]",0,1,517.1,"same","same"
22,"14Mandarin","Mandarin","[ʉ]",1,0,561.9,"different","same"
22,"14Mandarin","Mandarin","[i]",2,0,910.4,"different","same"
22,"14Mandarin","Mandarin","[i]",6,1,542.6,"different","different"
22,"14Mandarin","Mandarin","[ʉ]",7,1,506.2,"different","different"
22,"14Mandarin","Mandarin","[i]",4,0,488.2,"different","same"
22,"14Mandarin","Mandarin","[ʉ]",0,1,457,"same","same"
22,"14Mandarin","Mandarin","[y]",0,1,613.7,"same","same"
22,"14Mandarin","Mandarin","[i]",8,1,538.3,"different","different"
22,"14Mandarin","Mandarin","[ʉ]",3,1,614.4,"different","different"
22,"14Mandarin","Mandarin","[y]",1,0,705.4,"different","same"
22,"14Mandarin","Mandarin","[y]",6,1,1076.6,"different","different"
22,"14Mandarin","Mandarin","[ʉ]",8,1,678.2,"different","different"
22,"14Mandarin","Mandarin","[i]",3,0,520.3,"different","same"
22,"14Mandarin","Mandarin","[ʉ]",6,0,756.6,"different","same"
22,"14Mandarin","Mandarin","[y]",3,1,549.9,"different","different"
22,"14Mandarin","Mandarin","[ʉ]",0,1,455.2,"same","same"
22,"38Mandarin","Mandarin","[ʉ]",7,0,632,"different","same"
22,"38Mandarin","Mandarin","[ʉ]",8,1,973,"different","different"
22,"38Mandarin","Mandarin","[i]",0,1,409,"same","same"
22,"38Mandarin","Mandarin","[y]",6,0,765,"different","same"
22,"38Mandarin","Mandarin","[y]",0,1,475,"same","same"
22,"38Mandarin","Mandarin","[i]",6,1,635,"different","different"
22,"38Mandarin","Mandarin","[ʉ]",3,1,533,"different","different"
22,"38Mandarin","Mandarin","[u]",0,1,397,"same","same"
22,"38Mandarin","Mandarin","[y]",5,0,540,"different","same"
22,"38Mandarin","Mandarin","[i]",0,1,372,"same","same"
22,"38Mandarin","Mandarin","[i]",2,0,518,"different","same"
22,"38Mandarin","Mandarin","[ʉ]",5,1,462,"different","different"
22,"38Mandarin","Mandarin","[y]",4,1,426,"different","different"
22,"38Mandarin","Mandarin","[ʉ]",1,0,561,"different","same"
22,"38Mandarin","Mandarin","[i]",5,0,521,"different","same"
22,"38Mandarin","Mandarin","[i]",8,1,416,"different","different"
22,"38Mandarin","Mandarin","[i]",1,0,615,"different","same"
22,"38Mandarin","Mandarin","[ʉ]",2,0,550,"different","same"
22,"38Mandarin","Mandarin","[u]",0,1,386,"same","same"
22,"38Mandarin","Mandarin","[i]",3,0,469,"different","same"
22,"38Mandarin","Mandarin","[y]",0,1,601,"same","same"
22,"38Mandarin","Mandarin","[ʉ]",0,1,407,"same","same"
22,"38Mandarin","Mandarin","[ʉ]",0,1,438,"same","same"
22,"38Mandarin","Mandarin","[y]",3,0,516,"different","same"
22,"38Mandarin","Mandarin","[y]",2,1,436,"different","different"
22,"38Mandarin","Mandarin","[i]",7,1,384,"different","different"
22,"38Mandarin","Mandarin","[i]",4,0,644,"different","same"
22,"38Mandarin","Mandarin","[y]",1,0,969,"different","same"
22,"38Mandarin","Mandarin","[ʉ]",4,0,560,"different","same"
22,"38Mandarin","Mandarin","[ʉ]",6,1,514,"different","different"
22,"48Mandarin","Mandarin","[i]",8,1,868.8,"different","different"
22,"48Mandarin","Mandarin","[y]",3,1,673.3,"different","different"
22,"48Mandarin","Mandarin","[y]",1,0,599,"different","same"
22,"48Mandarin","Mandarin","[ʉ]",5,1,534.1,"different","different"
22,"48Mandarin","Mandarin","[i]",7,1,521.2,"different","different"
22,"48Mandarin","Mandarin","[y]",5,1,486.6,"different","different"
22,"48Mandarin","Mandarin","[y]",6,1,582.8,"different","different"
22,"48Mandarin","Mandarin","[ʉ]",0,1,772.2,"same","same"
22,"48Mandarin","Mandarin","[ʉ]",2,1,771.9,"different","different"
22,"48Mandarin","Mandarin","[i]",4,1,332.9,"different","different"
22,"48Mandarin","Mandarin","[i]",0,1,512.9,"same","same"
22,"48Mandarin","Mandarin","[y]",2,0,988.3,"different","same"
22,"48Mandarin","Mandarin","[i]",5,1,297.1,"different","different"
22,"48Mandarin","Mandarin","[i]",0,1,347.1,"same","same"
22,"48Mandarin","Mandarin","[ʉ]",1,0,738.8,"different","same"
22,"48Mandarin","Mandarin","[u]",0,1,905.9,"same","same"
22,"48Mandarin","Mandarin","[ʉ]",8,1,586.5,"different","different"
22,"48Mandarin","Mandarin","[i]",2,0,562.5,"different","same"
22,"48Mandarin","Mandarin","[y]",0,1,250.9,"same","same"
22,"48Mandarin","Mandarin","[ʉ]",7,1,856.3,"different","different"
22,"48Mandarin","Mandarin","[y]",0,1,427.4,"same","same"
22,"48Mandarin","Mandarin","[u]",0,1,833.3,"same","same"
22,"48Mandarin","Mandarin","[i]",1,0,670.4,"different","same"
22,"48Mandarin","Mandarin","[ʉ]",0,1,229.7,"same","same"
22,"48Mandarin","Mandarin","[ʉ]",4,1,584.7,"different","different"
22,"48Mandarin","Mandarin","[i]",6,1,337.6,"different","different"
22,"48Mandarin","Mandarin","[i]",3,1,251.6,"different","different"
22,"48Mandarin","Mandarin","[ʉ]",3,1,614.7,"different","different"
22,"48Mandarin","Mandarin","[ʉ]",6,1,356.6,"different","different"
22,"48Mandarin","Mandarin","[y]",4,1,1087.8,"different","different"
19,"76Mandarin","Mandarin","[i]",7,1,1155.4,"different","different"
19,"76Mandarin","Mandarin","[ʉ]",6,1,638.3,"different","different"
19,"76Mandarin","Mandarin","[y]",5,1,206.2,"different","different"
19,"76Mandarin","Mandarin","[i]",6,1,616.5,"different","different"
19,"76Mandarin","Mandarin","[ʉ]",4,1,351.6,"different","different"
19,"76Mandarin","Mandarin","[ʉ]",0,1,425.4,"same","same"
19,"76Mandarin","Mandarin","[y]",0,1,861.2,"same","same"
19,"76Mandarin","Mandarin","[y]",2,0,471.2,"different","same"
19,"76Mandarin","Mandarin","[i]",8,1,690.7,"different","different"
19,"76Mandarin","Mandarin","[i]",4,1,473.6,"different","different"
19,"76Mandarin","Mandarin","[y]",3,0,775.6,"different","same"
19,"76Mandarin","Mandarin","[i]",0,1,564.1,"same","same"
19,"76Mandarin","Mandarin","[ʉ]",0,1,462,"same","same"
19,"76Mandarin","Mandarin","[ʉ]",1,0,612.8,"different","same"
19,"76Mandarin","Mandarin","[u]",0,1,501.9,"same","same"
19,"76Mandarin","Mandarin","[i]",3,0,1166.7,"different","same"
19,"76Mandarin","Mandarin","[y]",1,0,876.2,"different","same"
19,"76Mandarin","Mandarin","[i]",2,0,746.5,"different","same"
19,"76Mandarin","Mandarin","[i]",0,1,416.8,"same","same"
19,"76Mandarin","Mandarin","[y]",6,1,568.1,"different","different"
19,"76Mandarin","Mandarin","[ʉ]",2,0,401,"different","same"
19,"76Mandarin","Mandarin","[y]",4,1,386.6,"different","same"
19,"76Mandarin","Mandarin","[y]",0,1,171.2,"same","same"
19,"76Mandarin","Mandarin","[ʉ]",7,1,934.1,"different","different"
19,"76Mandarin","Mandarin","[i]",5,0,486.3,"different","same"
19,"76Mandarin","Mandarin","[u]",0,1,938.7,"same","same"
19,"76Mandarin","Mandarin","[i]",1,0,527.9,"different","same"
19,"76Mandarin","Mandarin","[ʉ]",5,1,1068.2,"different","different"
19,"76Mandarin","Mandarin","[ʉ]",3,0,774.6,"different","same"
19,"76Mandarin","Mandarin","[ʉ]",8,1,720.3,"different","different"
19,"67Mandarin","Mandarin","[y]",0,1,745.8,"same","same"
19,"67Mandarin","Mandarin","[y]",2,1,434.2,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",8,1,520.1,"different","different"
19,"67Mandarin","Mandarin","[i]",0,1,377,"same","same"
19,"67Mandarin","Mandarin","[i]",3,1,448.7,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",0,1,894.3,"same","same"
19,"67Mandarin","Mandarin","[ʉ]",5,1,761.7,"different","different"
19,"67Mandarin","Mandarin","[i]",1,0,462,"different","same"
19,"67Mandarin","Mandarin","[u]",0,1,381.6,"same","same"
19,"67Mandarin","Mandarin","[y]",1,0,523.1,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",6,1,490.7,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",7,1,516.9,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",2,1,475.6,"different","different"
19,"67Mandarin","Mandarin","[i]",2,0,476.2,"different","same"
19,"67Mandarin","Mandarin","[y]",4,1,410.4,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",0,1,410.2,"same","same"
19,"67Mandarin","Mandarin","[y]",6,1,494.4,"different","different"
19,"67Mandarin","Mandarin","[i]",4,1,636.9,"different","different"
19,"67Mandarin","Mandarin","[i]",5,1,507,"different","different"
19,"67Mandarin","Mandarin","[y]",3,1,479,"different","different"
19,"67Mandarin","Mandarin","[i]",6,1,495.5,"different","different"
19,"67Mandarin","Mandarin","[u]",0,1,135.7,"same","same"
19,"67Mandarin","Mandarin","[ʉ]",1,0,567.3,"different","same"
19,"67Mandarin","Mandarin","[i]",0,1,371.9,"same","same"
19,"67Mandarin","Mandarin","[ʉ]",3,1,706.9,"different","different"
19,"67Mandarin","Mandarin","[ʉ]",4,1,375.1,"different","different"
19,"67Mandarin","Mandarin","[i]",8,1,489.2,"different","different"
19,"67Mandarin","Mandarin","[y]",5,1,485.7,"different","different"
19,"67Mandarin","Mandarin","[y]",0,1,399.3,"same","same"
19,"67Mandarin","Mandarin","[i]",7,1,395.2,"different","different"
19,"73Mandarin","Mandarin","[y]",5,1,703.9,"different","different"
19,"73Mandarin","Mandarin","[i]",2,0,525.1,"different","same"
19,"73Mandarin","Mandarin","[i]",0,1,461.8,"same","same"
19,"73Mandarin","Mandarin","[ʉ]",3,1,513.9,"different","different"
19,"73Mandarin","Mandarin","[y]",4,1,218.3,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",0,1,526.6,"same","same"
19,"73Mandarin","Mandarin","[u]",0,1,406.8,"same","same"
19,"73Mandarin","Mandarin","[ʉ]",5,1,511.2,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",1,0,517.3,"different","same"
19,"73Mandarin","Mandarin","[i]",5,1,484.2,"different","different"
19,"73Mandarin","Mandarin","[i]",1,0,480.4,"different","same"
19,"73Mandarin","Mandarin","[ʉ]",7,1,501.5,"different","different"
19,"73Mandarin","Mandarin","[y]",0,1,495.8,"same","same"
19,"73Mandarin","Mandarin","[y]",3,1,574.6,"different","different"
19,"73Mandarin","Mandarin","[y]",0,1,251,"same","different"
19,"73Mandarin","Mandarin","[y]",2,0,661.9,"different","same"
19,"73Mandarin","Mandarin","[i]",0,1,563.8,"same","same"
19,"73Mandarin","Mandarin","[i]",6,1,499.4,"different","different"
19,"73Mandarin","Mandarin","[y]",1,0,528,"different","different"
19,"73Mandarin","Mandarin","[i]",3,0,534.5,"different","same"
19,"73Mandarin","Mandarin","[u]",0,1,282.7,"same","same"
19,"73Mandarin","Mandarin","[y]",6,1,456.8,"different","different"
19,"73Mandarin","Mandarin","[i]",8,1,584,"different","different"
19,"73Mandarin","Mandarin","[i]",4,1,573,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",6,1,317.4,"different","different"
19,"73Mandarin","Mandarin","[i]",7,1,507.7,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",4,1,652,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",8,1,547.1,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",2,1,461.9,"different","different"
19,"73Mandarin","Mandarin","[ʉ]",0,1,422,"same","same"
19,"66Mandarin","Mandarin","[ʉ]",7,1,541.65,"different","different"
19,"66Mandarin","Mandarin","[y]",1,0,482.6,"different","same"
19,"66Mandarin","Mandarin","[i]",0,1,394.16,"same","same"
19,"66Mandarin","Mandarin","[i]",4,1,413.69,"different","different"
19,"66Mandarin","Mandarin","[y]",5,0,591.54,"different","same"
19,"66Mandarin","Mandarin","[i]",2,0,561.64,"different","same"
19,"66Mandarin","Mandarin","[ʉ]",5,1,487.07,"different","different"
19,"66Mandarin","Mandarin","[i]",5,1,490.66,"different","different"
19,"66Mandarin","Mandarin","[i]",7,1,841.21,"different","different"
19,"66Mandarin","Mandarin","[y]",3,0,640.18,"different","same"
19,"66Mandarin","Mandarin","[ʉ]",1,0,272.27,"different","same"
19,"66Mandarin","Mandarin","[ʉ]",0,1,436.62,"same","same"
19,"66Mandarin","Mandarin","[ʉ]",6,1,362.22,"different","different"
19,"66Mandarin","Mandarin","[ʉ]",2,0,487.72,"different","same"
19,"66Mandarin","Mandarin","[ʉ]",4,1,478.54,"different","different"
19,"66Mandarin","Mandarin","[i]",6,1,473.46,"different","different"
19,"66Mandarin","Mandarin","[y]",4,1,573.99,"different","same"
19,"66Mandarin","Mandarin","[i]",3,1,410.32,"different","different"
19,"66Mandarin","Mandarin","[u]",0,1,394.76,"same","same"
19,"66Mandarin","Mandarin","[y]",0,1,487.39,"same","same"
19,"66Mandarin","Mandarin","[ʉ]",3,1,514.36,"different","different"
19,"66Mandarin","Mandarin","[u]",0,1,335.12,"same","same"
19,"66Mandarin","Mandarin","[ʉ]",0,1,558.73,"same","same"
19,"66Mandarin","Mandarin","[i]",8,1,445.54,"different","different"
19,"66Mandarin","Mandarin","[y]",0,1,358.22,"same","same"
19,"66Mandarin","Mandarin","[i]",1,0,516.72,"different","same"
19,"66Mandarin","Mandarin","[ʉ]",8,1,503.97,"different","different"
19,"66Mandarin","Mandarin","[y]",6,1,509.4,"different","different"
19,"66Mandarin","Mandarin","[i]",0,1,371.2,"same","same"
19,"66Mandarin","Mandarin","[y]",2,0,523.28,"different","same"
19,"64Mandarin","Mandarin","[y]",5,1,706.7,"different","different"
19,"64Mandarin","Mandarin","[i]",0,1,553.3,"same","same"
19,"64Mandarin","Mandarin","[i]",2,0,492.7,"different","same"
19,"64Mandarin","Mandarin","[ʉ]",0,1,424.6,"same","same"
19,"64Mandarin","Mandarin","[y]",4,1,491.9,"different","different"
19,"64Mandarin","Mandarin","[i]",7,1,658.2,"different","different"
19,"64Mandarin","Mandarin","[i]",0,1,440.1,"same","same"
19,"64Mandarin","Mandarin","[ʉ]",1,0,504.4,"different","same"
19,"64Mandarin","Mandarin","[i]",1,0,454,"different","same"
19,"64Mandarin","Mandarin","[i]",3,0,915.6,"different","same"
19,"64Mandarin","Mandarin","[ʉ]",0,1,237.8,"same","same"
19,"64Mandarin","Mandarin","[y]",2,1,403.4,"different","different"
19,"64Mandarin","Mandarin","[u]",0,1,807.6,"same","same"
19,"64Mandarin","Mandarin","[i]",8,1,522.8,"different","different"
19,"64Mandarin","Mandarin","[ʉ]",3,1,495.5,"different","different"
19,"64Mandarin","Mandarin","[y]",6,1,507.9,"different","different"
19,"64Mandarin","Mandarin","[ʉ]",8,1,491.4,"different","different"
19,"64Mandarin","Mandarin","[y]",3,1,391.7,"different","different"
